# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar 19 21:58:06 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_radjstr > 0.8
# CONSTRAINT:  and pl_bmassjstr between 0.3 and 11
# CONSTRAINT:  and pl_eqtstr between 1000 and 3000)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-41 b,Kepler-41,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,1.85555820000,0.00000052000,-0.00000052000,0,0.0310100000,0.0004000000,-0.0004000000,0,14.46000000,0.22000000,-0.22000000,0,1.29000000,0.02000000,-0.02000000,0,177.98000000,25.43000000,-25.43000000,0,0.56000000,0.08000000,-0.08000000,0,Mass,0.000000,,,0,,,,,1790.00,31.00,-31.00,0,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 V,5750.00,100.00,-100.00,0,1.290000,0.020000,-0.020000,0,1.150000,0.040000,-0.040000,0,0.3800,0.1100,-0.1100,0,[Fe/H],4.278000,0.005000,-0.005000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.08000000,27.00000000,-27.00000000,14.5090000,0.0920000,-0.0920000,12.8920000,0.0280000,-0.0280000,14.4130000,0.0003220,-0.0003220,2016-05-03,2015-03,2015-01-29
WASP-133 b,WASP-133,1,1,1,Transit,2016,SuperWASP-South,Published Confirmed,0,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,2.17642300000,0.00000100000,-0.00000100000,0,0.0345000000,0.0007000000,-0.0007000000,0,13.56289000,0.56045000,-0.56045000,0,1.21000000,0.05000000,-0.05000000,0,368.68280000,28.60470000,-28.60470000,0,1.16000000,0.09000000,-0.09000000,0,Mass,0.170000,,,1,,,,,1790.00,40.00,-40.00,0,0,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,G4,5700.00,100.00,-100.00,0,1.440000,0.050000,-0.050000,0,1.160000,0.080000,-0.080000,0,0.2900,0.1200,-0.1200,0,[Fe/H],4.180000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h58m18.11s,314.5754375,-35d47m47.84s,-35.7966224,559.08400000,16.96700000,-16.01200000,12.8910000,0.0690000,-0.0690000,11.1800000,0.0230000,-0.0230000,12.7146000,0.0001870,-0.0001870,2016-05-03,2016-06,2016-05-05
WASP-73 b,WASP-73,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,4.08722000000,0.00022000000,-0.00022000000,0,0.0551200000,0.0006000000,-0.0005300000,0,13.00200000,1.34500000,-0.89700000,0,1.16000000,0.12000000,-0.08000000,0,597.50000000,22.25000000,-19.07000000,0,1.88000000,0.07000000,-0.06000000,0,Mass,0.000000,,,0,,,,,1790.00,75.00,-51.00,0,0,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,F9,6036.00,120.00,-120.00,0,2.070000,0.190000,-0.080000,0,1.340000,0.050000,-0.040000,0,0.1400,0.1400,-0.1400,0,[Fe/H],3.930000,0.040000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h19m47.93s,319.9496969,-58d08m56.16s,-58.1489328,316.67800000,2.99300000,-2.93800000,10.4680000,0.0060000,-0.0060000,9.0280000,0.0210000,-0.0210000,10.2607000,0.0003650,-0.0003650,2018-04-25,2014-03,2014-05-14
HATS-64 b,HATS-64,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,4.90889700000,0.00001300000,-0.00001300000,0,0.0656200000,0.0003900000,-0.0003900000,0,18.81991100,0.90792900,-0.90792900,0,1.67900000,0.08100000,-0.08100000,0,305.11680000,63.56600000,-63.56600000,0,0.96000000,0.20000000,-0.20000000,0,Mass,0.151000,,,1,1711.0000,106.0000,-99.0000,0,1793.00,27.00,-27.00,0,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,6554.00,27.00,-27.00,0,2.113000,0.071000,-0.071000,0,1.564000,0.028000,-0.028000,0,0.2200,0.0390,-0.0390,0,[Fe/H],3.982000,0.024000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h37m09.03s,144.2876092,-29d48m01.60s,-29.8004440,1080.15000000,42.25000000,-39.24000000,13.0450000,0.1140000,-0.1140000,11.7050000,0.0210000,-0.0210000,12.8390000,0.0002450,-0.0002450,2024-07-12,2019-02,2024-07-12
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>,3.55392771000,0.00000047000,-0.00000047000,0,0.0516000000,0.0005000000,-0.0005000000,0,20.60214200,0.90792900,-1.00881000,0,1.83800000,0.08100000,-0.09000000,0,157.00802000,11.12405000,-11.12405000,0,0.49400000,0.03500000,-0.03500000,0,Mass,0.016000,,,1,,,,,1795.00,35.00,-39.00,0,0,<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>,,6295.00,65.00,-65.00,0,1.810000,0.080000,-0.080000,0,1.450000,0.050000,-0.050000,0,0.2800,0.0900,-0.0900,0,[Fe/H],4.090000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.98000000,7.02700000,-6.84300000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2015-03,2016-05-05
KELT-12 b,KELT-12,1,1,1,Transit,2017,KELT-North,Published Confirmed,0,<a refstr=STEVENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..178S/abstract target=ref>Stevens et al. 2017</a>,5.03162300000,0.00003200000,-0.00003100000,0,0.0670800000,0.0009700000,-0.0013000000,0,19.95202000,1.90553000,-1.79344000,0,1.78000000,0.17000000,-0.16000000,0,301.93850000,44.49620000,-44.49620000,0,0.95000000,0.14000000,-0.14000000,0,Mass,0.000000,,,0,1749.0000,235.0000,-213.0000,0,1800.00,57.00,-57.00,0,0,<a refstr=STEVENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..178S/abstract target=ref>Stevens et al. 2017</a>,,6279.00,51.00,-51.00,0,2.370000,0.170000,-0.170000,0,1.591000,0.070000,-0.093000,0,0.1900,0.0840,-0.0850,0,[Fe/H],3.889000,0.051000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h50m33.72s,267.6404906,+36d34m12.63s,36.5701761,368.03000000,3.15700000,-3.10600000,10.5850000,0.0060000,-0.0060000,9.3620010,0.0170000,-0.0170000,10.4842000,0.0004090,-0.0004090,2017-04-24,2017-04,2017-04-27
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.51996100000,0.00001800000,-0.00001800000,0,0.0389800000,0.0003800000,-0.0004100000,0,16.63415600,0.66133100,-1.02001900,0,1.48400000,0.05900000,-0.09100000,0,273.33380000,22.88376000,-22.88376000,0,0.86000000,0.07200000,-0.07200000,0,Mass,,,,,,,,,1800.00,32.00,-49.00,0,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,6110.00,50.00,-50.00,0,1.455000,0.052000,-0.079000,0,1.243000,0.036000,-0.040000,0,0.2300,0.0800,-0.0800,0,[Fe/H],4.207000,0.045000,-0.028000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.07200000,10.80200000,-10.24900000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2016-01-12,2010-11,2016-01-14
TOI-2152 A b,TOI-2152,1,3,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.37735120000,0.00000600000,-0.00000610000,0,0.0506400000,0.0009300000,-0.0011000000,0,14.35870428,0.56044903,-0.51561311,0,1.28100000,0.05000000,-0.04600000,0,899.45439181,120.77479466,-117.59651059,0,2.83000000,0.38000000,-0.37000000,0,Mass,0.057000,0.068000,-0.040000,0,,,,,1802.00,60.00,-54.00,0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,F4 V,6630.00,300.00,-290.00,0,1.612000,0.056000,-0.051000,0,1.516000,0.085000,-0.100000,0,0.2820,0.0750,-0.0790,0,[Fe/H],4.205000,0.038000,-0.048000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h45m21.35s,26.3389717,+77d47m24.44s,77.7901231,303.00600000,3.11000000,-3.04900000,11.4360000,0.0160000,-0.0160000,9.5970000,0.0240000,-0.0240000,11.2407000,0.0004460,-0.0004460,2023-03-15,2023-02,2023-03-15
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3.55392680000,0.00000320000,-0.00000320000,0,0.0502000000,0.0010000000,-0.0010000000,0,19.44761500,0.80704800,-0.80704800,0,1.73500000,0.07200000,-0.07200000,0,285.09351000,23.83725000,-23.83725000,0,0.89700000,0.07500000,-0.07500000,0,Mass,,,,,,,,,1805.00,40.00,-40.00,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6200.00,75.00,-75.00,0,1.834000,0.087000,-0.087000,0,1.339000,0.086000,-0.086000,0,0.1400,0.0900,-0.0900,0,[Fe/H],4.038000,0.033000,-0.033000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.98000000,7.02700000,-6.84300000,11.9320000,0.0230000,-0.0230000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25,2012-10,2016-01-14
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.51996100000,,,0,0.0395700000,0.0004900000,-0.0004800000,0,16.97042600,0.58286800,-0.52682300,0,1.51400000,0.05200000,-0.04700000,0,291.76794000,28.92253000,-28.60470000,0,0.91800000,0.09100000,-0.09000000,0,Mass,,,,,,,,,1811.00,34.00,-27.00,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,,,,,1.517000,0.052000,,0,1.301000,0.049000,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.07200000,10.80200000,-10.24900000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2016-02-24,2008-04,2016-02-25
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,2.51994529000,0.00000056000,-0.00000056000,0,0.0388900000,0.0005300000,-0.0007300000,0,16.24184100,0.45956900,-0.45956900,0,1.44900000,0.04100000,-0.04100000,0,268.88418000,17.16282000,-17.16282000,0,0.84600000,0.05400000,-0.05400000,0,Mass,0.000000,,,0,,,,,1812.00,14.00,-14.00,0,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,6110.00,,,0,,,,,,,,,0.2600,,,0,[Fe/H],4.190000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.07200000,10.80200000,-10.24900000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2016-03-29,2016-06,2016-03-31
KELT-3 b,KELT-3,0,2,1,Transit,2013,KELT,Published Confirmed,0,<a refstr=PEPPER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773...64P/abstract target=ref> Pepper et al. 2013 </a>,2.70339040000,0.00000990000,-0.00001000000,0,0.0412200000,0.0006600000,-0.0006700000,0,15.07600000,0.80700000,-0.80700000,0,1.34500000,0.07200000,-0.07200000,0,469.41500000,20.97600000,-20.34000000,0,1.47700000,0.06600000,-0.06400000,0,Mass,0.000000,,,0,,,,,1816.00,37.00,-39.00,0,0,<a refstr=PEPPER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773...64P/abstract target=ref> Pepper et al. 2013 </a>,,6306.00,50.00,-49.00,0,1.472000,0.065000,-0.067000,0,1.278000,0.063000,-0.061000,0,0.0440,0.0800,-0.0820,0,[Fe/H],4.209000,0.033000,-0.031000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,210.25200000,5.54400000,-5.27100000,9.8160000,0.0040000,-0.0040000,8.6620000,0.0190000,-0.0190000,9.7632400,0.0004150,-0.0004150,2018-04-25,2013-08,2014-05-14
TOI-640 b,TOI-640,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A.164K/abstract target=ref>Knudstrup et al. 2023</a>,5.00377700000,0.00000200000,-0.00000300000,0,,,,,19.27944680,0.56044903,-0.56044903,0,1.72000000,0.05000000,-0.05000000,0,181.16219199,6.35656814,-6.35656814,0,0.57000000,0.02000000,-0.02000000,0,Mass,0.013000,,,1,,,,,1816.00,39.00,-39.00,0,0,<a refstr=KNUDSTRUP_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A.164K/abstract target=ref>Knudstrup et al. 2023</a>,,6460.00,130.00,-150.00,0,2.082000,0.064000,-0.058000,0,1.536000,0.069000,-0.076000,0,0.0720,0.0850,-0.0760,0,[Fe/H],3.987000,0.030000,-0.036000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h38m56.30s,99.7345935,-36d38m46.07s,-36.6461300,341.99700000,2.83900000,-2.79400000,10.5100000,0.0060000,-0.0060000,9.2430000,0.0230000,-0.0230000,10.4006000,0.0002890,-0.0002890,2025-03-21,2023-03,2025-03-21
HAT-P-65 b,HAT-P-65,1,1,1,Transit,2016,HATNet,Published Confirmed,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,2.60544751000,0.00000050000,-0.00000049000,0,0.0404200000,0.0005700000,-0.0005500000,0,18.05766791,0.26901554,-0.26901554,0,1.61100000,0.02400000,-0.02400000,0,176.07693748,29.24021344,-28.92238504,0,0.55400000,0.09200000,-0.09100000,0,Mass,,,,,1821.0000,52.0000,-51.0000,0,1818.00,13.00,-13.00,0,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,,5872.00,40.00,-40.00,0,1.666000,0.024000,-0.024000,0,1.297000,0.056000,-0.053000,0,0.2080,0.0500,-0.0550,0,[Fe/H],4.107900,0.006800,-0.007400,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h03m37.32s,315.9054895,+11d59m21.72s,11.9893675,738.51900000,19.92400000,-18.92200000,13.1210000,0.0920000,-0.0920000,11.5280000,0.0250000,-0.0250000,12.9952000,0.0004510,-0.0004510,2024-06-10,2024-01,2024-06-10
HAT-P-36 b,HAT-P-36,0,1,1,Transit,2011,HATNet,Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,1.32734660000,0.00000033000,-0.00000033000,0,0.0240200000,0.0003600000,-0.0003500000,0,15.21061300,0.39231500,-0.38110600,0,1.35700000,0.03500000,-0.03400000,0,611.82275000,27.01555000,-25.74423000,0,1.92500000,0.08500000,-0.08100000,0,Mass,0.063000,0.021000,-0.023000,0,1821.0000,27.0000,-27.0000,0,1820.20,6.70,-6.80,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,5560.00,100.00,-100.00,0,1.108000,0.025000,-0.024000,0,1.049000,0.048000,-0.046000,0,0.2600,0.1000,-0.1000,0,[Fe/H],4.370000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m03.89s,188.2662048,+44d54m55.32s,44.9153672,294.41900000,2.26900000,-2.23500000,12.1460000,0.0250000,-0.0250000,10.6030000,0.0210000,-0.0210000,12.0930000,0.0005330,-0.0005330,2019-07-08,2019-02,2019-07-11
